Gene	name2	Chr	Strand	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	A_4_long_exp	A_4_short_exp	A_4_PDUI	A_5_long_exp	A_5_short_exp	A_5_PDUI	A_6_long_exp	A_6_short_exp	A_6_PDUI	A_7_long_exp	A_7_short_exp	A_7_PDUI	A_8_long_exp	A_8_short_exp	A_8_PDUI	A_9_long_exp	A_9_short_exp	A_9_PDUI	A_10_long_exp	A_10_short_exp	A_10_PDUI	A_11_long_exp	A_11_short_exp	A_11_PDUI	A_12_long_exp	A_12_short_exp	A_12_PDUI	A_13_long_exp	A_13_short_exp	A_13_PDUI	A_14_long_exp	A_14_short_exp	A_14_PDUI	A_15_long_exp	A_15_short_exp	A_15_PDUI	A_16_long_exp	A_16_short_exp	A_16_PDUI	A_17_long_exp	A_17_short_exp	A_17_PDUI	A_18_long_exp	A_18_short_exp	A_18_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	B_4_long_exp	B_4_short_exp	B_4_PDUI	B_5_long_exp	B_5_short_exp	B_5_PDUI	B_6_long_exp	B_6_short_exp	B_6_PDUI	B_7_long_exp	B_7_short_exp	B_7_PDUI	B_8_long_exp	B_8_short_exp	B_8_PDUI	B_9_long_exp	B_9_short_exp	B_9_PDUI	B_10_long_exp	B_10_short_exp	B_10_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
NM_198163.1	Rab35	chr5	+	1742.3	115646482	chr5:115645633-115647158	33.34	21.76	0.61	63.47	11.02	0.85	45.94	2.83	0.94	30.19	7.21	0.81	NA	NA	NA	320.24	65	0.83	209.33	54.61	0.79	70.79	15.75	0.82	157.85	20.7	0.88	94.08	10.54	0.9	245.59	70.81	0.78	251.37	31.74	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.47	0	1	NA	NA	NA	310.37	121.99	0.72	45.37	3.5	0.93	229.87	5.91	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.2	2.79	0.94	298.81	0	1	70.64	20.8	0.77	236.66	26.66	0.9	174.82	41.46	0.81	0.832307692	0.902857143	-0.070549451	0.007711171	0.112093115	N
NM_007475.5	Rplp0	chr5	+	963989.3	115563484	chr5:115563283-115563729	21.47	1018.87	0.02	36.74	1450.13	0.02	28.06	895.19	0.03	19.67	762.97	0.03	7.3	390.97	0.02	148.19	7875.95	0.02	98.47	4339.6	0.02	28.81	1576.33	0.02	52.86	2777.97	0.02	43.33	1636.81	0.03	83.96	4520.82	0.02	112.38	4074.1	0.03	8.46	407.97	0.02	5.55	260.57	0.02	4.47	226.28	0.02	43.41	2431.01	0.02	10.26	486.06	0.02	152.92	6636.16	0.02	18.57	725.18	0.02	95.58	3611.34	0.03	7.79	245.55	0.03	7.13	289.72	0.02	8.44	270.82	0.03	21.04	695.73	0.03	134.49	6372.12	0.02	41.28	1535.14	0.03	97.3	4311.06	0.02	112.17	4543.95	0.02	0.022222222	0.025	-0.002777778	0.621149516	1	N
NM_026933.2	Triap1	chr5	+	1663.5	115343076	chr5:115342675-115343552	45.51	15.41	0.75	73.66	25.31	0.74	57.61	9.38	0.86	33.75	19.44	0.63	NA	NA	NA	457.14	118.53	0.79	252.76	90.21	0.74	90.36	43.85	0.67	208.7	34.29	0.86	134.27	31.04	0.81	295	124.5	0.7	268.07	157.42	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	159.21	69.25	0.7	25.91	10.23	0.72	437.48	179.15	0.71	42.77	7.15	0.86	193.65	43.26	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.38	20.65	0.67	170.83	77.26	0.69	65.53	19.3	0.77	193.85	42.37	0.82	140.22	57.17	0.71	0.736428571	0.762857143	-0.026428571	0.561535881	1	N
XM_011248158.2	Srsf9	chr5	+	1728.2	115332905	chr5:115332658-115333080	70.98	0	1	71.01	56.42	0.56	73.78	0	1	34.29	17.94	0.66	NA	NA	NA	327.18	232.56	0.58	195.59	133.84	0.59	87.65	47.63	0.65	162.39	117.44	0.58	126.03	59.48	0.68	250.98	185.07	0.58	232.49	214.64	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	183.84	87.65	0.68	26.67	14.93	0.64	351.85	358.29	0.5	85.93	13.12	0.87	255.44	135.24	0.65	NA	NA	NA	22.14	10.15	0.69	NA	NA	NA	54.28	25.81	0.68	227.96	139.47	0.62	70.77	58.76	0.55	214.02	103.02	0.68	191.11	136.87	0.58	0.658571429	0.665	-0.006428571	0.258435656	0.950701109	N
NM_025573.3	Srsf9	chr5	+	2097.8	115332905	chr5:115332576-115333080	74.84	0	1	76.5	48	0.61	77.63	0	1	36.66	15.87	0.7	NA	NA	NA	354.66	167.75	0.68	199.21	131.62	0.6	91.15	43.42	0.68	168.85	115.13	0.59	135.29	46.38	0.74	273.14	159.41	0.63	246.02	206.43	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	192.89	72.48	0.73	28.29	11.36	0.71	370.57	323.7	0.53	88.12	13.36	0.87	272.23	131.83	0.67	NA	NA	NA	23.6	8.23	0.74	NA	NA	NA	56.32	29.62	0.66	245.34	131.19	0.65	74.66	61.05	0.55	229.87	98.22	0.7	205.98	111.57	0.65	0.695714286	0.68625	0.009464286	0.443971902	1	N
NM_019682.4	Dynll1	chr5	-	4665.9	115298548	chr5:115297110-115298833	6.44	108.24	0.06	9.61	212.94	0.04	8.76	130.47	0.06	4.57	95.38	0.05	2.1	36.1	0.05	61.74	1207.27	0.05	30.18	587.98	0.05	13.72	208.82	0.06	29.5	545.54	0.05	21.87	316.72	0.06	36.75	632.32	0.05	40.04	653.77	0.06	2.58	42.42	0.06	NA	NA	NA	NA	NA	NA	17.44	376.02	0.04	4.24	63.2	0.06	68.72	1009.49	0.06	39.89	150.29	0.21	76.64	947.54	0.07	3.18	41.07	0.07	3.44	61.88	0.05	2.67	46.93	0.05	9.54	138.38	0.06	45.29	1162.66	0.04	26.12	322.88	0.07	31.64	901.19	0.03	49.85	914.07	0.05	0.05375	0.07	-0.01625	0.884702634	1	N
XM_006530404.1	Rnf10	chr5	-	29578.5	115241860	chr5:115241770-115242061	20.2	91.13	0.18	24.95	125.73	0.17	12.9	85.42	0.13	11.09	61.18	0.15	4.08	32.71	0.11	132.13	712.86	0.16	54.35	501.39	0.1	13.72	141.84	0.09	49.86	320.62	0.13	41.94	172.68	0.2	118	539.97	0.18	64.07	463.23	0.12	4.34	37.6	0.1	NA	NA	NA	NA	NA	NA	41.92	234.81	0.15	5.65	52.89	0.1	166.06	621.44	0.21	13.42	78.18	0.15	59.52	337.85	0.15	NA	NA	NA	4.63	32.52	0.12	4.19	28.57	0.13	13.18	80.48	0.14	20.16	375.95	0.05	13.27	129.73	0.09	37.2	328.04	0.1	27.96	279.79	0.09	0.1425	0.113333333	0.029166667	0.111535886	0.645940655	N
XM_017320970.1	Rnf10	chr5	-	30068.3	115241857	chr5:115241770-115242058	19.99	88.9	0.18	24.62	122.55	0.17	12.9	82.82	0.13	10.89	59.54	0.15	3.97	31.89	0.11	129.97	694.95	0.16	53.05	488.24	0.1	13.48	137.6	0.09	49.33	311.35	0.14	40.86	168.44	0.2	116.68	524.92	0.18	63.21	450.46	0.12	4.27	36.67	0.1	NA	NA	NA	NA	NA	NA	40.8	229.03	0.15	5.51	51.8	0.1	164.01	607.02	0.21	13.04	76.71	0.15	58.3	331.04	0.15	NA	NA	NA	4.63	31.61	0.13	4.1	27.91	0.13	12.81	78.79	0.14	19.85	367.07	0.05	13.27	126.5	0.09	37.2	318.36	0.1	27.1	273.99	0.09	0.143125	0.114444444	0.028680556	0.11067295	0.643683785	N
XM_017320619.1	Pop5	chr5	+	3773	115240840	chr5:115240639-115240972	53.45	56.79	0.48	66.02	100.72	0.4	75.99	45.78	0.62	28.99	37.9	0.43	18.48	15.06	0.55	318.69	453.85	0.41	231.45	250.54	0.48	94.86	75.08	0.56	205.06	166.28	0.55	112.91	114.21	0.5	313.59	325.76	0.49	223.45	312.27	0.42	23.24	22.1	0.51	NA	NA	NA	NA	NA	NA	157.13	177.91	0.47	29.02	19.78	0.59	474.9	435.44	0.52	44.11	50.19	0.47	237.22	210.12	0.53	NA	NA	NA	17.57	19.83	0.47	NA	NA	NA	39.41	55.53	0.42	200.29	253.92	0.44	105.01	75.07	0.58	177.06	151.11	0.54	148.15	142.39	0.51	0.49875	0.495	0.00375	0.60751336	1	N
NM_175403.3	Mlec	chr5	-	30670.5	115146345	chr5:115142981-115148144	229.26	11.29	0.95	352.93	63.6	0.85	202.98	44.84	0.82	137.96	16.97	0.89	55.18	3.34	0.94	1668.39	348.8	0.83	920.7	176.25	0.84	309.22	60.64	0.84	890.76	88.17	0.91	594.63	71.9	0.89	1471.73	137.33	0.91	1318.64	180.93	0.88	89.94	13.66	0.87	34.34	1.66	0.95	40.43	4.61	0.9	811.11	125.87	0.87	114.04	14.03	0.89	2012.24	339.89	0.86	175.16	7.92	0.96	777.43	82.28	0.9	44.75	6.77	0.87	76.36	11.74	0.87	61.9	5.08	0.92	174.36	18.75	0.9	575.18	59.96	0.91	333.28	27.26	0.92	641.32	75.89	0.89	569.12	86.42	0.87	0.882777778	0.901	-0.018222222	0.144259271	0.742855396	N
NM_001271591.1	Rpl37rt	chr5	-	144900.9	115103327	chr5:115102922-115103528	20.06	350	0.05	25.55	382.34	0.06	22.47	236.47	0.09	12.37	215.18	0.05	7.91	118.64	0.06	144.93	2106.98	0.06	98.61	1168.33	0.08	27.05	506.27	0.05	55.24	925.84	0.06	26.14	509.41	0.05	127.24	1414.78	0.08	55.48	1178.88	0.04	7.14	114.96	0.06	4.83	74.43	0.06	3.27	58.26	0.05	59.38	707.72	0.08	12.13	153.31	0.07	115.85	1855.51	0.06	19.62	260.52	0.07	74.43	1163.03	0.06	5.74	76.93	0.07	5.31	94.13	0.05	4.18	89.19	0.04	12.32	226.48	0.05	79.39	1625.36	0.05	28.75	472.55	0.06	80.16	1314.83	0.06	63.25	1206.87	0.05	0.061666667	0.056	0.005666667	0.495643243	1	N
NM_028211.1	2210016L21Rik	chr5	+	3068.8	114948243	chr5:114947682-114948540	70.03	30.78	0.69	115.86	43.21	0.73	81.68	26.3	0.76	52.09	20.61	0.72	NA	NA	NA	572.02	220.42	0.72	295.98	98.53	0.75	88.25	63.53	0.58	220.26	180.77	0.55	151.01	80.99	0.65	455.14	178.58	0.72	389.72	163.79	0.7	20.12	16.08	0.56	NA	NA	NA	NA	NA	NA	214.77	108.08	0.67	39.8	19.34	0.67	603.37	219.86	0.73	54.55	27.72	0.66	231.16	138.49	0.63	NA	NA	NA	21.72	11.32	0.66	NA	NA	NA	55.25	34.93	0.61	181.53	81.6	0.69	88.17	60.2	0.59	219.56	96.11	0.7	150.19	48.3	0.76	0.68	0.6625	0.0175	0.55294189	1	N
XM_017321112.1	2210016L21Rik	chr5	+	134.5	114946811	chr5:114946610-114947253	134.37	4	0.97	139.45	2.09	0.99	110.31	0	1	83.6	2.84	0.97	NA	NA	NA	720.61	6.89	0.99	328.22	13.92	0.96	159.88	7.27	0.96	308.28	13.34	0.96	212.22	21.32	0.91	636.84	21.18	0.97	631.39	24.12	0.96	40.08	1.62	0.96	NA	NA	NA	NA	NA	NA	346.4	28.03	0.93	56.84	1.34	0.98	932.98	59.74	0.94	86.85	4.34	0.95	439.12	33.49	0.93	NA	NA	NA	33.56	0.68	0.98	NA	NA	NA	102.36	5.52	0.95	395.67	7.27	0.98	182.25	2.18	0.99	284.6	23.52	0.92	266.1	0	1	0.963333333	0.9625	0.000833333	1	1	N
NR_027818.1	1500011B03Rik	chr5	-	690.1	114812918	chr5:114812800-114813205	82.34	4.61	0.95	120.92	2.6	0.98	54.61	17.53	0.76	48.85	0	1	NA	NA	NA	572.72	87.85	0.87	330.64	62.83	0.84	115.43	9.49	0.92	256.73	0	1	160.79	5.31	0.97	392.56	29.16	0.93	365.46	31.19	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	169.74	34.45	0.83	29.77	0.58	0.98	496.74	31.73	0.94	96.07	34.15	0.74	408.63	41.53	0.91	NA	NA	NA	61.99	0	1	42.07	12.92	0.76	117.62	21.53	0.85	265.78	64.41	0.8	138.32	45.66	0.75	367.96	2.96	0.99	364.16	107.74	0.77	0.920714286	0.841111111	0.079603175	0.049557829	0.424920935	N
XM_006530454.3	Ankrd13a	chr5	+	1325.2	114805363	chr5:114804229-114805821	29.81	16.75	0.64	40.04	33.96	0.54	38.27	11.14	0.77	19.12	15.08	0.56	NA	NA	NA	244	143.92	0.63	167.1	72.58	0.7	27.62	52.48	0.34	120.15	66.1	0.65	84.95	22.87	0.79	157.35	102.34	0.61	209.49	42.75	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.59	41.19	0.73	NA	NA	NA	174.4	217.87	0.44	26.47	20.94	0.56	205.19	63.85	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.62	14.34	0.67	266.05	157.62	0.63	63.48	48.12	0.57	183.87	138.76	0.57	217.51	89.74	0.71	0.633076923	0.638571429	-0.005494505	0.750050014	1	N
NM_019821.2	Gltp	chr5	-	1492.6	114669964	chr5:114669490-114670589	36.51	15.26	0.71	49.02	13.41	0.79	32.11	10.25	0.76	26.26	9.61	0.73	NA	NA	NA	387.94	0	1	164.35	55.21	0.75	75.43	0	1	128.69	40.31	0.76	77.16	32.56	0.7	217.56	82.28	0.73	158.62	106.75	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.63	40.91	0.7	NA	NA	NA	299.93	114.03	0.72	32.35	39.61	0.45	237.13	79.64	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.61	26.12	0.5	427.81	183.1	0.7	104.65	52.26	0.67	298.27	158.77	0.65	318.12	110.72	0.74	0.765384615	0.637142857	0.128241758	0.071221576	0.520364973	N
XM_017320581.1	Usp30	chr5	+	1293	114122737	chr5:114121524-114123510	18.42	18.98	0.49	29.7	33.45	0.47	23.03	9.62	0.71	NA	NA	NA	NA	NA	NA	200.85	138.71	0.59	78.25	113.77	0.41	31.56	30.77	0.51	99.47	65.08	0.6	61.67	34.23	0.64	113.35	167.38	0.4	137.42	112.16	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.03	73.05	0.44	NA	NA	NA	234.3	170.88	0.58	15.96	14.9	0.52	56.85	86.2	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.59	9.9	0.71	54.89	45.55	0.55	33.62	22.33	0.6	62.73	57.12	0.52	42.54	52.88	0.45	0.5325	0.535714286	-0.003214286	0.688018742	1	N
NM_001033202.3	Usp30	chr5	+	1026.6	114121960	chr5:114121524-114122924	34.48	4.5	0.88	54.64	20.81	0.72	28.35	7.99	0.78	24.78	10.94	0.69	NA	NA	NA	268.46	189.03	0.59	183.94	25.12	0.88	51.57	29.02	0.64	149.74	47.93	0.76	84	26.69	0.76	245.67	83.33	0.75	226.13	56.96	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.08	16.67	0.88	NA	NA	NA	363.54	100.7	0.78	26.48	11.04	0.71	138.21	12.66	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.79	1.27	0.96	89.19	29.26	0.75	52.9	8.33	0.86	110.38	20.12	0.85	81.67	33.26	0.71	0.762307692	0.822857143	-0.060549451	0.172073879	0.795323182	N
XR_878693.2	Gm42005	chr5	+	35.1	113876994	chr5:113876524-113877529	54.07	3.27	0.94	68.46	1.81	0.97	36.96	0	1	30.23	0	1	NA	NA	NA	309.54	12.83	0.96	353.18	0	1	83.29	1.04	0.99	142.58	2.77	0.98	98.49	0	1	266.06	8.47	0.97	179.2	2.16	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	112.46	4.04	0.97	NA	NA	NA	353.1	10.48	0.97	54.76	0.96	0.98	196.7	7.48	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.08	0	1	285.3	5.26	0.98	103.49	2.03	0.98	258.24	2.86	0.99	190.19	0	1	0.98	0.984285714	-0.004285714	0.684606427	1	N
NM_025526.4	Iscu	chr5	+	4666.1	113778116	chr5:113777833-113778282	82.81	92.71	0.47	180.75	114.84	0.61	109.34	49.35	0.69	91.74	56.32	0.62	42.23	21.86	0.66	1069.54	655.04	0.62	619.2	409.65	0.6	200.57	143.21	0.58	490.84	240.99	0.67	266.9	163.71	0.62	640.19	612.93	0.51	656.77	422.33	0.61	57.8	21.02	0.73	19.76	10.79	0.65	19.18	14.55	0.57	359.51	356.28	0.5	65.4	40.82	0.62	1067.55	737.72	0.59	93.05	81.91	0.53	485.02	295.66	0.62	31.35	23.11	0.58	51.08	21.15	0.71	37.48	33.58	0.53	126.58	71.26	0.64	492.05	262.58	0.65	195.18	110.69	0.64	423.71	250.69	0.63	343.22	265.99	0.56	0.606666667	0.609	-0.002333333	0.452720362	1	N
XM_006530286.2	Ficd	chr5	+	1421.7	113739665	chr5:113738070-113740607	62.54	11.33	0.85	100.24	17.7	0.85	59.15	8.06	0.88	38.25	9.42	0.8	NA	NA	NA	413.75	91.86	0.82	297.47	0	1	86.96	18.18	0.83	178.82	18.25	0.91	135.64	11.35	0.92	396.16	9.36	0.98	341.42	40.18	0.89	25.14	5.61	0.82	NA	NA	NA	NA	NA	NA	142.22	54.05	0.72	24.37	7.34	0.77	480.67	25.64	0.95	42.07	4.99	0.89	188.7	23.91	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.14	11.05	0.83	110.51	22.54	0.83	84.03	16.38	0.84	153.06	12.94	0.92	146.95	19.08	0.89	0.866	0.87	-0.004	0.716509054	1	N
NM_001010825.3	Ficd	chr5	+	1421.6	113739665	chr5:113738067-113740607	62.56	11.31	0.85	100.3	17.67	0.85	59.09	8.08	0.88	38.27	9.43	0.8	NA	NA	NA	414.01	91.67	0.82	297.56	0	1	87	18.2	0.83	178.77	18.31	0.91	135.74	11.25	0.92	396.35	9.38	0.98	341.45	40.1	0.89	25.15	5.62	0.82	NA	NA	NA	NA	NA	NA	142.24	54	0.72	24.38	7.33	0.77	480.81	25.4	0.95	42.08	5.01	0.89	188.79	23.88	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.16	11.1	0.82	110.52	22.5	0.83	84.06	16.43	0.84	153.21	12.83	0.92	146.98	19.11	0.88	0.866	0.867142857	-0.001142857	0.716509054	1	N
NM_001309528.1	Sgsm1	chr5	-	9388.6	113243857	chr5:113243220-113245093	112.39	22.11	0.84	167.88	27.24	0.86	101.88	11.9	0.9	82.73	7.62	0.92	31.3	5.97	0.84	830.09	178.82	0.82	579.26	46.84	0.93	156.81	34.09	0.82	388.27	155.7	0.71	271.11	85.87	0.76	837.34	89.3	0.9	703.37	89.75	0.89	34.94	6.65	0.84	NA	NA	NA	NA	NA	NA	316.39	57.31	0.85	54.21	8.28	0.87	1017.5	246.73	0.8	61.54	8.11	0.88	259.95	31.45	0.89	NA	NA	NA	26.18	8.12	0.76	NA	NA	NA	81.49	10.7	0.88	115.96	0	1	111.05	2.81	0.98	189.82	29.78	0.86	101.22	17.11	0.86	0.846875	0.88875	-0.041875	0.116944644	0.661988922	N
NM_001177504.1	Gm6588	chr5	+	20.7	112450143	chr5:112449426-112451738	282.03	0.09	1	315.22	0.38	1	283.43	0.8	1	174.21	0	1	71.81	0.09	1	1794.81	9.39	0.99	1065.15	6	0.99	369.75	0	1	803.65	12.41	0.98	439.46	3.62	0.99	1403.85	10.37	0.99	1256.38	6.7	0.99	90.8	0	1	29.87	0.15	1	NA	NA	NA	828.02	9.01	0.99	118.71	0.67	0.99	1930.58	11.09	0.99	113.87	0.05	1	400.42	0	1	NA	NA	NA	46.82	0	1	NA	NA	NA	90.8	0	1	168.67	0	1	187.38	0	1	363.43	0	1	174.94	0	1	0.994117647	1	-0.005882353	0.58009967	1	N
XM_006535154.3	Sez6l	chr5	-	18948.5	112421264	chr5:112419154-112422038	170.51	60.87	0.74	253.05	95.6	0.73	196.12	64.86	0.75	135.49	47.37	0.74	55.43	20.9	0.73	1176.18	582.42	0.67	739.56	344.17	0.68	231.86	114.19	0.67	644.78	235.98	0.73	343.39	110.02	0.76	1039.94	319.33	0.77	963.83	397.77	0.71	59.63	24.85	0.71	NA	NA	NA	24.37	7.91	0.76	620.33	209.04	0.75	94.06	27.64	0.77	1401.82	538.02	0.72	70.07	27.16	0.72	298.15	98.93	0.75	NA	NA	NA	32.34	13.65	0.7	NA	NA	NA	82.46	28.99	0.74	139.53	62.26	0.69	136.86	38.19	0.78	260.22	87.09	0.75	115.76	30.88	0.79	0.728823529	0.74	-0.011176471	0.462609439	1	N
NM_001253916.1	Sez6l	chr5	-	18961.3	112421264	chr5:112419151-112422038	170.42	60.96	0.74	252.82	95.83	0.73	195.98	64.99	0.75	135.35	47.51	0.74	55.39	20.94	0.73	1175.48	583.11	0.67	739.02	344.7	0.68	231.74	114.31	0.67	644.3	236.46	0.73	343.12	110.28	0.76	1039.33	319.94	0.76	962.92	398.68	0.71	59.58	24.9	0.71	NA	NA	NA	24.35	7.93	0.75	619.91	209.46	0.75	94	27.7	0.77	1401.17	538.67	0.72	70.05	27.18	0.72	297.98	99.11	0.75	NA	NA	NA	32.31	13.68	0.7	NA	NA	NA	82.41	29.04	0.74	139.4	62.39	0.69	136.81	38.24	0.78	260.09	87.22	0.75	115.63	31.01	0.79	0.727647059	0.74	-0.012352941	0.462609439	1	N
NM_018783.4	Tfip11	chr5	+	1162	112337187	chr5:112336986-112337391	33.65	9.62	0.78	47.74	11.49	0.81	38.44	3.32	0.92	30.6	9.66	0.76	NA	NA	NA	239.55	80.31	0.75	165.88	112.5	0.6	90.9	0	1	129.13	14.87	0.9	65.56	29.35	0.69	209.66	59.12	0.78	181.03	98.35	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.83	35.65	0.65	NA	NA	NA	316.44	97.05	0.77	44.11	14.32	0.75	157.74	37.12	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.49	16.46	0.7	133.35	54.22	0.71	52.95	3.55	0.94	112.4	86.34	0.57	107.16	32.1	0.77	0.773846154	0.75	0.023846154	0.893455247	1	N
NM_001326590.1	Tpst2	chr5	+	1437.6	112315092	chr5:112314891-112315361	34.33	69.97	0.33	64.59	70.5	0.48	48.6	26.96	0.64	47.56	19.46	0.71	16.98	14.41	0.54	391.74	231.98	0.63	217.17	140.8	0.61	82.58	67.73	0.55	197.81	52.54	0.79	109.75	72.62	0.6	220.27	218.36	0.5	296.11	100.64	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	147.51	116.02	0.56	31.22	12.02	0.72	322.96	288.5	0.53	39.38	61.86	0.39	259.19	179.36	0.59	NA	NA	NA	22.05	18.04	0.55	NA	NA	NA	65.18	59.36	0.52	191.56	213.48	0.47	71.89	77.29	0.48	225.81	195.63	0.54	170.57	115.36	0.6	0.596	0.5175	0.0785	0.146898409	0.743997508	N
XM_006534850.2	Tpst2	chr5	+	1423.2	112315092	chr5:112314891-112315356	34.67	69.63	0.33	65.25	69.85	0.48	49.12	26.44	0.65	47.83	19.18	0.71	17.03	14.36	0.54	393.47	230.25	0.63	218.99	138.98	0.61	83.63	66.68	0.56	199.26	51.09	0.8	111.11	71.26	0.61	221.62	217	0.51	299.33	97.42	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	148.53	115	0.56	31.45	11.78	0.73	324.2	287.26	0.53	39.75	61.49	0.39	261.48	177.06	0.6	NA	NA	NA	22.29	17.81	0.56	NA	NA	NA	65.89	58.65	0.53	193.49	211.54	0.48	72.28	76.9	0.48	227.67	193.76	0.54	171.72	114.21	0.6	0.6	0.5225	0.0775	0.172115801	0.795323182	N
XM_006535143.1	Pitpnb	chr5	+	7386.7	111386704	chr5:111386503-111388361	73.39	0	1	112.71	0.59	0.99	86.14	9.64	0.9	57.05	0	1	NA	NA	NA	720.85	0	1	385.48	0	1	121.95	0	1	253.32	0	1	162.69	16.86	0.91	427.63	0	1	398.52	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	233.42	0	1	38.29	0	1	568.94	0	1	49.9	0	1	243.26	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.63	0	1	190.5	0	1	94.06	0	1	206.77	0	1	154.27	0.92	0.99	0.985714286	0.998571429	-0.012857143	1	1	N
NM_001301644.1	Pitpnb	chr5	+	7383.5	111386704	chr5:111386503-111388359	73.34	0	1	112.67	0.64	0.99	86.12	9.66	0.9	57.02	0	1	NA	NA	NA	720.72	0	1	385.36	0	1	121.91	0	1	253.19	0	1	162.66	16.89	0.91	427.43	0	1	398.42	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	233.35	0	1	38.27	0	1	568.71	0	1	49.87	0	1	243.14	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.61	0	1	190.44	0	1	94.03	0	1	206.71	0	1	154.2	0.99	0.99	0.985714286	0.998571429	-0.012857143	1	1	N
XR_389518.2	Gm36027	chr5	+	0.6	111362539	chr5:111361688-111363480	142.76	0.4	1	171.89	0	1	127.53	0	1	91.66	0.1	1	37.68	0	1	1079.32	1.63	1	612.24	0	1	229.12	0	1	512.6	0	1	231.43	0	1	721.81	0.64	1	608.9	0	1	38.17	0	1	NA	NA	NA	NA	NA	NA	443.43	0.18	1	62.97	0	1	918.44	0	1	82.84	0.11	1	440.46	0.36	1	NA	NA	NA	38.23	0	1	NA	NA	NA	105.19	0	1	295.17	0	1	132.66	0	1	332.02	0	1	297.46	0	1	1	1	0	1	1	N
NM_001267622.1	Ttc28	chr5	+	2696	111286351	chr5:111284992-111289780	34.64	19.71	0.64	43.08	6.94	0.86	45.23	4.48	0.91	35.5	2.81	0.93	NA	NA	NA	336	100.41	0.77	199.87	40.18	0.83	68.21	20.2	0.77	148.13	44.22	0.77	87.54	23.25	0.79	255.78	73.45	0.78	219.55	37.06	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	183.29	25.21	0.88	NA	NA	NA	401.17	103.24	0.8	41.01	18.76	0.69	193.45	21.76	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.08	10.06	0.83	97.31	11.12	0.9	86.71	7.34	0.92	207.73	22.05	0.9	63.29	16.71	0.79	0.814615385	0.847142857	-0.032527473	0.122883055	0.679814877	N
XM_006534845.3	Ttc28	chr5	+	2320.2	111286988	chr5:111284992-111288870	23	29.86	0.44	34.63	14.11	0.71	37.8	10.08	0.79	29.59	8.22	0.78	NA	NA	NA	262.16	137.24	0.66	167.56	64.18	0.72	50.85	31.98	0.61	113.63	69.09	0.62	63.16	45.61	0.58	196.98	109.58	0.64	179.09	70.79	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.01	50.04	0.75	NA	NA	NA	310.08	182.62	0.63	29.62	26.92	0.52	156.74	51.78	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.51	15.45	0.72	81.48	24.54	0.77	71.17	24.15	0.75	171.75	55.18	0.76	47.24	28.42	0.62	0.665384615	0.698571429	-0.033186813	0.255638346	0.945015394	N
